record_id,employee_id,employee_name,campus,department,pay_period_end,hours_worked,hourly_rate,calculated_pay,pay_status,submitted_date,approved_date,supervisor_id
TS-000447,EMP-1027,Employee 1339,Campus B,Financial Aid,2026-02-22,19.84,23.86,473.38,Pending,2026-02-24,2026-03-01,SUP-002
TS-000703,EMP-1667,Employee 1554,Campus E,Admissions,2026-05-26,20.6,7.67,158.0,Pending,2026-05-27,2026-05-31,SUP-002
TS-000052,EMP-1634,Employee 1459,Campus C,Career Services,2026-04-26,2.69,25.07,67.44,Rejected,2026-04-27,2026-05-02,SUP-030
TS-000528,EMP-1724,Employee 1503,Campus A,Facilities,2026-05-19,24.94,9.67,241.17,Processing,2026-05-22,2026-05-24,SUP-017
TS-001517,EMP-1071,Employee 1062,Campus C,Admissions,2026-02-01,33.56,10.08,338.28,Approved,2026-02-04,2026-02-07,SUP-017
TS-000765,EMP-1328,Employee 1589,Campus A,Career Services,2026-03-15,28.31,23.44,663.59,Rejected,2026-03-18,2026-03-21,SUP-026
TS-001704,EMP-1741,Employee 1233,Campus D,Library,2026-06-28,2.88,19.86,57.2,Pending,2026-07-01,2026-07-06,SUP-024
TS-000290,EMP-1361,Employee 1676,Campus C,Facilities,2026-01-07,11.12,16.77,186.48,Processing,2026-01-10,2026-01-13,SUP-003
TS-001795,EMP-1534,Employee 1387,Campus E,Admissions,2026-02-10,37.82,7.91,299.16,Pending,2026-02-11,2026-02-12,SUP-035
TS-001715,EMP-1461,Employee 1617,Campus E,Financial Aid,2026-04-26,26.03,22.06,574.22,Rejected,2026-04-26,2026-04-27,SUP-016
TS-002295,EMP-1506,Employee 1453,Campus D,Financial Aid,2026-05-15,38.42,22.84,877.51,Processing,2026-05-15,2026-05-17,SUP-006
TS-000489,EMP-1364,Employee 1776,Campus C,Financial Aid,2026-03-24,12.18,19.36,235.8,Processing,2026-03-25,2026-03-27,SUP-008
TS-000120,EMP-1481,Employee 1688,Campus D,IT Services,2026-05-18,17.81,27.33,486.75,Rejected,2026-05-18,2026-05-19,SUP-026
TS-002257,EMP-1333,Employee 1757,Campus E,Library,2026-03-22,24.29,25.46,618.42,Pending,2026-03-22,2026-03-25,SUP-010
TS-001264,EMP-1463,Employee 1327,Campus A,Financial Aid,2026-05-07,25.98,7.6,197.45,Processing,2026-05-08,2026-05-13,SUP-014
TS-002062,EMP-1406,Employee 1599,Campus A,Registrar,2026-06-04,14.74,17.62,259.72,Processing,2026-06-07,2026-06-12,SUP-031
TS-001863,EMP-1669,Employee 1885,Campus C,Registrar,2026-02-18,14.16,22.66,320.87,Processing,2026-02-20,2026-02-25,SUP-001
TS-000424,EMP-1223,Employee 1634,Campus C,Financial Aid,2026-03-24,32.94,11.57,381.12,Processing,2026-03-24,2026-03-29,SUP-036
TS-000535,EMP-1026,Employee 1064,Campus E,IT Services,2026-05-08,2.44,8.53,20.81,Approved,2026-05-11,2026-05-12,SUP-026
TS-000502,EMP-1023,Employee 1152,Campus D,IT Services,2026-04-10,9.02,27.21,245.43,Rejected,2026-04-13,2026-04-15,SUP-037
TS-002300,EMP-1085,Employee 1923,Campus Z,Admissions,2026-03-04,17.41,14.71,256.1,Processing,2026-03-06,2026-03-07,SUP-034
TS-000916,EMP-1277,Employee 1759,Campus D,Career Services,2026-03-13,22.26,28.83,641.76,Pending,2026-03-16,2026-03-17,SUP-014
TS-002180,EMP-1363,Employee 1716,Campus E,Student Success,2026-04-05,38.86,27.13,1054.27,Rejected,2026-04-07,2026-04-08,SUP-033
TS-000684,EMP-1458,Employee 1322,Campus D,Facilities,2026-04-22,30.61,22.27,681.68,Pending,2026-04-22,2026-04-26,SUP-037
TS-002228,EMP-1437,Employee 1329,Campus C,IT Services,2026-06-11,13.44,24.25,325.92,Rejected,2026-06-12,2026-06-13,SUP-019
TS-002247,EMP-1330,Employee 1839,Campus C,Career Services,2026-03-26,5.95,16.1,95.8,Processing,2026-03-28,2026-03-31,SUP-021
TS-001117,EMP-1291,Employee 1811,Campus B,Library,2026-04-28,18.96,22.23,421.48,Pending,2026-05-01,2026-05-03,SUP-012
TS-002464,EMP-1740,Employee 1807,Campus E,Library,2026-02-22,7.97,24.4,194.47,Processing,2026-02-23,2026-02-27,SUP-038
TS-002052,EMP-1067,Employee 1608,Campus D,Admissions,2026-01-21,2.26,7.55,17.06,Rejected,2026-01-21,2026-01-24,SUP-031
TS-001823,EMP-1774,Employee 1930,Campus A,Financial Aid,2026-02-01,25.27,15.24,385.11,Pending,2026-02-02,2026-02-06,SUP-034
TS-002221,EMP-1079,Employee 1944,Campus A,Library,2026-03-01,30.21,8.93,269.78,Rejected,2026-03-01,2026-03-03,SUP-002
TS-002150,EMP-1715,Employee 1463,Campus D,Facilities,2026-05-28,31.31,14.26,446.48,Approved,2026-05-28,2026-05-29,SUP-030
TS-001092,EMP-1207,Employee 1826,Campus D,Registrar,2026-06-20,12.8,24.54,314.11,Pending,2026-06-23,2026-06-26,SUP-036
TS-000562,EMP-1662,Employee 1361,Campus C,Registrar,2026-03-12,15.54,17.54,272.57,Approved,2026-03-12,2026-03-13,SUP-031
TS-001992,EMP-1046,Employee 1020,Campus A,Student Success,2026-06-26,-4.47,10.88,-48.63,Rejected,2026-06-28,2026-06-29,SUP-016
TS-001379,EMP-1272,Employee 1771,Campus D,Library,2026-02-27,3.33,,,Rejected,2026-03-01,2026-03-05,SUP-026
TS-001538,EMP-1241,Employee 1021,Campus C,Financial Aid,2026-05-07,17.98,25.24,31.21,Approved,2026-05-10,2026-05-14,SUP-034
TS-000499,EMP-1021,Employee 1833,Campus E,Registrar,2026-04-22,28.07,11.19,314.1,Approved,2026-04-24,2026-04-29,SUP-037
TS-001775,EMP-1243,Employee 1315,Campus C,Career Services,2026-01-18,23.28,21.88,509.37,Processing,2026-01-18,2026-01-19,SUP-003
TS-002135,EMP-1611,Employee 1689,Campus A,Financial Aid,2026-02-20,1.48,28.56,42.27,Rejected,2026-02-23,2026-02-24,SUP-019
TS-002384,EMP-1439,Employee 1936,Campus C,Registrar,2026-04-10,23.24,28.85,670.47,Pending,2026-04-12,2026-04-17,SUP-004
TS-001780,EMP-1068,Employee 1362,Campus E,Facilities,2026-01-20,39.35,27.5,505.99,Pending,2026-01-22,2026-01-26,SUP-001
TS-001073,EMP-1796,Employee 1516,Campus D,Admissions,2026-01-04,29.7,25.28,750.82,Pending,2026-01-05,2026-01-06,SUP-039
TS-002429,EMP-1003,Employee 1073,Campus B,Registrar,2026-06-12,15.34,12.27,188.22,Processing,2026-06-14,2026-06-19,SUP-006
TS-002476,EMP-1471,Employee 1504,Campus E,Career Services,2026-01-22,30.06,9.44,283.77,Approved,2026-01-24,2026-01-25,SUP-026
TS-001498,EMP-1370,Employee 1677,Campus D,Financial Aid,2026-06-08,5.6,28.0,156.8,Pending,2026-06-09,2026-06-10,SUP-024
TS-002409,EMP-1034,Employee 1524,Campus A,Admissions,2026-03-12,28.67,14.25,408.55,Rejected,2026-03-12,2026-03-16,SUP-022
TS-000478,EMP-1775,Employee 1024,Campus D,Career Services,2026-02-23,2.77,15.2,42.1,Pending,2026-02-26,2026-03-02,SUP-001
TS-000968,EMP-1498,Employee 1542,Campus E,Student Success,2026-05-13,27.57,21.95,605.16,Approved,2026-05-16,2026-05-17,SUP-015
TS-000581,EMP-1545,Employee 1852,Campus D,IT Services,2026-05-22,33.09,14.12,467.23,Rejected,2026-05-25,2026-05-26,SUP-032
TS-001739,EMP-1036,Employee 1748,Campus C,IT Services,2026-02-03,14.52,13.93,202.26,Processing,2026-02-03,2026-02-08,SUP-003
TS-000642,EMP-1050,Employee 1392,Campus D,IT Services,2026-01-19,3.29,14.82,48.76,Pending,2026-01-19,2026-01-24,SUP-031
TS-001552,EMP-1578,Employee 1225,Campus C,Library,2026-06-16,6.4,27.66,177.02,Approved,2026-06-17,2026-06-22,SUP-019
TS-001829,EMP-1670,Employee 1660,Campus E,Financial Aid,2026-05-23,38.58,18.47,712.57,Processing,2026-05-24,2026-05-25,SUP-017
TS-001335,EMP-1610,Employee 1512,Campus C,Library,2026-04-10,20.9,,,Approved,2026-04-13,2026-04-14,SUP-027
TS-001688,EMP-1593,Employee 1705,Campus A,Library,2026-03-29,-9.82,8.37,-82.19,Approved,2026-03-31,2026-04-03,SUP-040
TS-001461,EMP-1165,Employee 1194,Campus E,Student Success,2026-05-31,33.55,28.49,955.84,Processing,2026-05-31,2026-06-02,SUP-036
TS-000586,EMP-1711,Employee 1054,Campus C,Library,2026-04-18,12.3,19.3,237.39,Approved,2026-04-20,2026-04-21,SUP-033
TS-000625,EMP-1477,Employee 1848,Campus E,IT Services,2026-05-08,24.39,24.84,605.85,Rejected,2026-05-08,2026-05-10,SUP-022
TS-001857,EMP-1002,Employee 1898,Campus D,IT Services,2026-01-05,9.76,20.75,202.52,Processing,2026-01-06,2026-01-08,SUP-009
TS-001205,EMP-1634,Employee 1480,Campus C,Facilities,2026-03-24,27.07,9.44,255.54,Processing,2026-03-26,2026-03-31,SUP-037
TS-000837,EMP-1733,Employee 1987,Campus E,Financial Aid,2026-01-20,21.73,22.81,495.66,Processing,2026-01-22,2026-01-23,SUP-005
TS-001410,EMP-1352,Employee 1480,Campus B,Facilities,2026-03-03,31.54,17.77,560.47,Processing,2026-03-05,2026-03-10,SUP-012
TS-001146,EMP-1082,Employee 1295,Campus A,Library,2026-04-29,15.95,22.11,352.65,Processing,2026-04-30,2026-05-01,SUP-027
TS-000017,EMP-1548,Employee 1505,Campus D,Career Services,2026-06-03,29.65,20.98,622.06,Approved,2026-06-03,2026-06-07,SUP-006
TS-001279,EMP-1354,Employee 1630,Campus D,Student Success,2026-03-02,10.75,29.55,317.66,Processing,2026-03-05,2026-03-10,SUP-031
TS-002130,EMP-1237,Employee 1076,Campus A,Career Services,2026-05-28,15.46,11.82,182.74,Pending,2026-05-29,2026-05-31,SUP-009
TS-000138,EMP-1229,Employee 1985,Campus C,Admissions,2026-01-03,24.51,28.37,695.35,Rejected,2026-01-05,2026-01-10,SUP-019
TS-001318,EMP-1594,Employee 1013,Campus C,Facilities,2026-03-28,17.73,10.02,177.65,Pending,2026-03-30,2026-04-04,SUP-034
TS-001490,EMP-1535,Employee 1200,Campus B,Library,2026-01-12,19.38,12.74,246.9,Rejected,2026-01-14,2026-01-17,SUP-032
TS-000591,EMP-1702,Employee 1535,Campus C,Facilities,2026-03-19,9.67,26.74,258.58,Pending,2026-03-19,2026-03-20,SUP-015
TS-001108,EMP-1629,Employee 1181,Campus C,IT Services,2026-06-28,4.6,15.33,70.52,Rejected,2026-07-01,2026-07-04,SUP-023
TS-000517,EMP-1690,Employee 1818,Campus E,Admissions,2026-03-29,24.23,25.94,628.53,Processing,2026-03-29,2026-03-31,SUP-027
TS-002238,EMP-1631,Employee 1959,Campus C,Registrar,2026-05-29,13.87,27.39,379.9,Pending,2026-05-30,2026-06-03,SUP-013
TS-000412,EMP-1323,Employee 1288,Campus C,Facilities,2026-04-23,4.52,7.58,34.26,Pending,2026-04-23,2026-04-25,SUP-022
TS-001131,EMP-1078,Employee 1037,Campus E,Registrar,2026-03-05,21.86,10.12,221.22,Pending,2026-03-06,2026-03-07,SUP-032
TS-002450,EMP-1739,Employee 1939,Campus D,IT Services,2026-05-26,34.82,10.56,367.7,Rejected,2026-05-26,2026-05-27,SUP-006
TS-001222,EMP-1679,Employee 1624,Campus D,Facilities,2026-01-19,38.03,8.18,311.09,Rejected,2026-01-21,2026-01-24,SUP-008
TS-001623,EMP-1128,Employee 1584,Campus B,Student Success,2026-01-18,13.91,22.42,311.86,Processing,2026-01-19,2026-01-20,SUP-034
TS-001077,EMP-1195,Employee 1378,Campus D,Career Services,2026-06-14,6.61,21.58,142.64,Approved,2026-06-16,2026-06-19,SUP-007
TS-002285,EMP-1267,Employee 1805,Campus E,Registrar,2026-06-28,23.25,10.87,252.73,Pending,2026-06-30,2026-07-01,SUP-011
TS-002159,EMP-1428,Employee 1400,Campus B,Facilities,2026-01-16,30.76,20.4,627.5,Approved,2026-01-16,2026-01-20,SUP-031
TS-002173,EMP-1557,Employee 1879,Campus A,Facilities,2026-05-01,6.16,19.93,22.82,Pending,2026-05-04,2026-05-08,SUP-002
TS-000355,EMP-1215,Employee 1646,Campus A,Registrar,2026-06-01,22.51,19.61,441.42,Processing,2026-06-02,2026-06-03,SUP-010
TS-000758,EMP-1375,Employee 1023,Campus E,Admissions,2026-02-05,23.16,25.43,588.96,Processing,2026-02-06,2026-02-09,SUP-025
TS-002366,EMP-1397,Employee 1910,Campus E,Financial Aid,2026-02-25,24.4,8.0,195.2,Processing,2026-02-27,2026-03-01,SUP-007
TS-000928,EMP-1274,Employee 1091,Campus A,Registrar,2026-01-27,37.16,9.52,353.76,Processing,2026-01-30,2026-02-04,SUP-033
TS-001754,EMP-1430,Employee 1515,Campus B,IT Services,2026-02-15,15.92,29.58,470.91,Rejected,2026-02-17,2026-02-19,SUP-026
TS-000623,EMP-1110,Employee 1563,Campus B,Admissions,2026-05-05,34.52,9.16,316.2,Rejected,2026-05-05,2026-05-06,SUP-005
TS-000397,EMP-1279,Employee 1124,Campus C,Financial Aid,2026-05-28,14.85,22.57,335.16,Processing,2026-05-29,2026-06-01,SUP-029
TS-001514,EMP-1760,Employee 1414,Campus D,Career Services,2026-03-02,32.11,18.89,606.56,Rejected,2026-03-05,2026-03-07,SUP-024
TS-001350,EMP-1185,Employee 1490,Campus B,IT Services,2026-01-07,10.16,17.44,177.19,Approved,2026-01-09,2026-01-11,SUP-003
TS-000012,EMP-1771,Employee 1304,Campus E,Registrar,2026-03-20,38.44,9.51,365.56,Pending,2026-03-20,2026-03-25,SUP-014
TS-002141,EMP-1455,Employee 1273,Campus C,Career Services,2026-05-08,11.48,17.0,195.16,Rejected,2026-05-09,2026-05-11,SUP-013
TS-000697,EMP-1290,Employee 1296,Campus A,Facilities,2026-01-31,39.65,14.15,561.05,Processing,2026-02-02,2026-02-05,SUP-002
TS-000364,EMP-1111,Employee 1044,Campus B,Facilities,2026-02-04,6.73,11.03,74.23,Pending,2026-02-04,2026-02-09,SUP-034
TS-002446,EMP-1281,Employee 1115,Campus A,Facilities,2026-02-08,35.76,23.63,845.01,Rejected,2026-02-08,2026-02-09,SUP-033
TS-000359,EMP-1334,Employee 1397,Campus D,Student Success,2026-01-12,5.03,,,Rejected,2026-01-12,2026-01-15,SUP-017
TS-001594,EMP-1666,Employee 1400,Campus C,Library,2026-01-07,11.25,16.04,180.45,Rejected,2026-01-10,2026-01-15,SUP-002
TS-002074,EMP-1799,Employee 1791,Campus D,Student Success,2026-02-06,3.52,9.56,33.65,Processing,2026-02-06,2026-02-09,SUP-014
TS-002245,EMP-1227,Employee 1096,Campus C,Admissions,2026-01-17,8.37,24.57,205.65,Pending,2026-01-20,2026-01-25,SUP-034
TS-001521,EMP-1538,Employee 1742,Campus E,Registrar,2026-02-24,38.47,12.98,499.34,Processing,2026-02-24,2026-02-27,SUP-003
TS-001841,EMP-1779,Employee 1637,Campus D,Career Services,2026-02-04,12.99,28.65,372.16,Pending,2026-02-04,2026-02-06,SUP-028
TS-001027,EMP-1037,Employee 1944,Campus C,Financial Aid,2026-01-08,17.93,16.98,304.45,Approved,2026-01-10,2026-01-15,SUP-007
TS-001250,EMP-1446,Employee 1092,Campus B,IT Services,2026-04-13,14.7,21.97,322.96,Approved,2026-04-14,2026-04-16,SUP-022
TS-000051,EMP-1154,Employee 1808,Campus B,Library,2026-01-05,3.04,24.12,73.32,Approved,2026-01-06,2026-01-09,SUP-005
TS-001576,EMP-1575,Employee 1062,Campus D,Student Success,2026-03-02,31.42,10.58,332.42,Approved,2026-03-05,2026-03-10,SUP-024
TS-002174,EMP-1100,Employee 1639,Campus A,Student Success,2026-01-15,8.59,27.76,238.46,Rejected,2026-01-16,2026-01-20,SUP-018
TS-000826,EMP-1475,Employee 1885,Campus D,IT Services,2026-06-11,1.45,9.9,14.36,Approved,2026-06-14,2026-06-17,SUP-032
TS-000795,EMP-1176,Employee 1035,Campus C,Admissions,2026-06-28,24.61,28.73,707.05,Pending,2026-06-29,2026-07-02,SUP-017
TS-000426,EMP-1245,Employee 1894,Campus A,Financial Aid,2026-01-28,4.85,20.24,98.16,Processing,2026-01-31,2026-02-02,SUP-032
TS-000421,EMP-1316,Employee 1197,Campus A,Registrar,2026-04-02,36.05,18.29,659.35,Processing,2026-04-03,2026-04-06,SUP-036
TS-000725,EMP-1164,Employee 1777,Campus A,Financial Aid,2026-01-13,21.76,14.44,314.21,Processing,2026-01-15,2026-01-19,SUP-013
TS-001935,EMP-1240,Employee 1583,Campus A,Student Success,2026-01-05,19.41,16.68,323.76,Approved,2026-01-05,2026-01-10,SUP-002
TS-000954,EMP-1764,Employee 1940,Campus E,Admissions,2026-03-28,19.33,26.13,505.09,Processing,2026-03-28,2026-03-29,SUP-020
TS-001999,EMP-1423,Employee 1031,Campus A,Library,2026-04-30,13.21,8.61,113.74,Processing,2026-05-03,2026-05-08,SUP-016
TS-001584,EMP-1627,Employee 1552,Campus B,Admissions,2026-06-07,15.84,9.02,142.88,Approved,2026-06-10,2026-06-13,SUP-030
TS-000179,EMP-1273,Employee 1274,Campus B,Registrar,2026-06-12,13.35,9.67,129.09,Approved,2026-06-13,2026-06-17,SUP-020
TS-001292,EMP-1728,Employee 1099,Campus A,Facilities,2026-04-08,19.6,24.7,484.12,Rejected,2026-04-11,2026-04-15,SUP-029
TS-001684,EMP-1292,Employee 1028,Campus E,Registrar,2026-04-13,30.47,18.27,556.69,Approved,2026-04-13,2026-04-17,SUP-034
TS-001317,EMP-1677,Employee 1975,Campus C,Student Success,2026-06-05,10.17,28.71,291.98,Pending,2026-06-07,2026-06-09,SUP-027
TS-000246,EMP-1285,Employee 1133,Campus B,Registrar,2026-04-06,23.86,28.12,670.94,Approved,2026-04-06,2026-04-11,SUP-002
TS-001443,EMP-1128,Employee 1832,Campus D,Student Success,2026-06-18,18.53,25.81,478.26,Processing,2026-06-21,2026-06-24,SUP-021
TS-000653,EMP-1790,Employee 1671,Campus E,Student Success,2026-03-25,34.67,25.49,883.74,Rejected,2026-03-26,2026-03-28,SUP-021
TS-000475,EMP-1071,Employee 1299,Campus D,Facilities,2026-02-01,21.56,19.19,413.74,Pending,2026-02-03,2026-02-06,SUP-040
TS-002334,EMP-1133,Employee 1292,Campus B,Student Success,2026-05-07,4.7,,,Rejected,2026-05-10,2026-05-14,SUP-033
TS-000951,EMP-1776,Employee 1284,Campus E,Career Services,2026-05-27,13.39,14.53,194.56,Pending,2026-05-30,2026-06-03,SUP-004
TS-000926,EMP-1145,Employee 1848,Campus E,Registrar,2026-05-14,37.13,17.69,656.83,Rejected,2026-05-16,2026-05-17,SUP-012
TS-002400,EMP-1530,Employee 1571,Campus E,Career Services,2026-06-20,9.65,22.28,215.0,Processing,2026-06-21,2026-06-22,SUP-017
TS-001651,EMP-1363,Employee 1992,Campus A,IT Services,2026-04-03,12.71,25.47,323.72,Pending,2026-04-05,2026-04-09,SUP-008
TS-001743,EMP-1250,Employee 1059,Campus A,Student Success,2026-05-14,27.87,23.56,656.62,Pending,2026-05-15,2026-05-17,SUP-006
TS-001524,EMP-1503,Employee 1386,Campus C,Registrar,2026-03-13,23.45,25.78,604.54,Approved,2026-03-15,2026-03-20,SUP-015
TS-000332,EMP-1709,Employee 1396,Campus D,Library,2026-05-22,30.0,11.87,356.1,Processing,2026-05-22,2026-05-23,SUP-015
TS-001653,EMP-1744,Employee 1720,Campus D,IT Services,2026-05-08,5.7,7.37,42.01,Pending,2026-05-08,2026-05-10,SUP-013
TS-002086,EMP-1402,Employee 1883,Campus A,Financial Aid,2026-05-15,33.96,18.1,614.68,Processing,2026-05-17,2026-05-19,SUP-009
TS-000706,EMP-1167,Employee 1117,Campus A,Facilities,2026-03-15,10.97,9.29,101.91,Rejected,2026-03-16,2026-03-18,SUP-027
TS-001113,EMP-1154,Employee 1313,Campus B,Student Success,2026-05-20,18.12,21.28,385.59,Processing,2026-05-21,2026-05-22,SUP-026
TS-000058,EMP-1236,Employee 1756,Campus C,Facilities,2026-05-23,38.31,20.03,767.35,Approved,2026-05-23,2026-05-28,SUP-027
TS-001246,EMP-1752,Employee 1583,Campus E,Registrar,2026-02-06,38.86,8.46,328.76,Rejected,2026-02-08,2026-02-09,SUP-038
TS-000377,EMP-1363,Employee 1623,Campus A,Registrar,2026-04-13,3.24,24.85,80.51,Pending,2026-04-15,2026-04-20,SUP-032
TS-002101,EMP-1588,Employee 1766,Campus D,Library,2026-04-16,2.74,7.48,20.5,Approved,2026-04-16,2026-04-18,SUP-037
TS-002350,EMP-1437,Employee 1586,,Library,2026-02-15,14.89,26.24,390.71,Approved,2026-02-18,2026-02-20,SUP-022
TS-000544,EMP-1293,Employee 1973,Campus A,IT Services,2026-03-31,22.75,11.62,264.35,Approved,2026-04-03,2026-04-04,SUP-040
TS-001464,EMP-1447,Employee 1574,Campus A,Facilities,2026-05-02,39.85,23.76,946.84,Unknown,2026-05-05,2026-05-10,SUP-008
TS-000143,EMP-1703,Employee 1241,Campus A,Career Services,2026-04-30,16.81,18.68,314.01,Rejected,2026-05-02,2026-05-04,SUP-008
TS-000030,EMP-1607,Employee 1993,Campus B,Career Services,2026-05-01,25.31,16.29,412.3,Approved,2026-05-03,2026-05-06,SUP-022
TS-000524,EMP-1574,Employee 1634,Campus A,Admissions,2026-06-02,25.89,23.36,604.79,Approved,2026-06-03,2026-06-08,SUP-006
TS-001511,EMP-1262,Employee 1590,Campus E,Student Success,2026-03-15,36.5,8.99,328.13,Pending,2026-03-18,2026-03-23,SUP-019
TS-000132,EMP-1598,Employee 1587,Campus E,Registrar,2026-04-12,12.33,13.79,170.03,Approved,2026-04-14,2026-04-16,SUP-023
TS-002270,EMP-1470,Employee 1395,Campus E,Student Success,2026-03-28,34.38,13.87,147.15,Approved,2026-03-31,2026-04-05,SUP-023
TS-001766,EMP-1123,Employee 1706,Campus E,Career Services,2026-01-01,5.92,7.97,47.18,Pending,2026-01-03,2026-01-06,SUP-028
TS-001435,EMP-1058,Employee 1585,Campus A,Admissions,2026-02-12,4.9,29.92,146.61,Approved,2026-02-14,2026-02-17,SUP-003
TS-001762,EMP-1757,Employee 1777,Campus A,Career Services,2026-03-23,9.37,,,Pending,2026-03-23,2026-03-26,SUP-023
TS-000805,EMP-1100,Employee 1963,Campus C,Registrar,2026-04-07,35.05,25.59,896.93,Approved,2026-04-07,2026-04-10,SUP-030
TS-000952,EMP-1372,Employee 1510,Campus A,IT Services,2026-04-18,18.66,20.93,390.55,Processing,2026-04-18,2026-04-19,SUP-016
TS-000165,EMP-1032,Employee 1267,Campus E,Registrar,2026-03-17,13.86,15.89,220.24,Pending,2026-03-18,2026-03-20,SUP-032
TS-001783,EMP-1354,Employee 1374,Campus E,Career Services,2026-04-22,20.62,12.06,248.68,Rejected,2026-04-22,2026-04-23,SUP-022
TS-000460,EMP-1432,Employee 1947,Campus C,Registrar,2026-02-26,3.58,28.34,101.46,Processing,2026-02-27,2026-03-01,SUP-040
TS-002012,EMP-1017,Employee 1570,Campus A,Career Services,2026-05-27,12.37,26.5,327.81,Pending,2026-05-27,2026-05-31,SUP-006
TS-002068,EMP-1634,Employee 1736,Campus C,Registrar,2026-06-28,28.8,12.83,369.5,Rejected,2026-06-30,2026-07-04,SUP-015
TS-001458,EMP-1438,Employee 1492,Campus E,IT Services,2026-01-22,14.78,16.07,237.51,Pending,2026-01-24,2026-01-25,SUP-035
TS-001455,EMP-1017,Employee 1299,Campus C,Registrar,2026-02-11,29.44,15.47,162.12,Rejected,2026-02-14,2026-02-16,SUP-020
TS-000124,EMP-1407,Employee 1152,Campus E,Facilities,2026-03-25,16.33,21.28,347.5,Rejected,2026-03-27,2026-03-29,SUP-038
TS-000309,EMP-1413,Employee 1820,Campus C,Registrar,2026-01-30,1.38,10.4,14.35,Pending,2026-01-30,2026-01-31,SUP-022
TS-000195,EMP-1587,Employee 1819,Campus B,Financial Aid,2026-05-13,7.25,19.99,144.93,Processing,2026-05-14,2026-05-19,SUP-015
TS-002490,EMP-1701,Employee 1025,Campus E,Career Services,2026-02-05,21.28,15.18,323.03,Rejected,2026-02-06,2026-02-10,SUP-030
TS-000053,EMP-1701,Employee 1987,Campus A,Admissions,2026-05-03,27.76,18.4,117.58,Processing,2026-05-06,2026-05-10,SUP-005
TS-000632,EMP-1234,Employee 1844,Campus B,IT Services,2026-05-10,17.41,23.84,415.05,Rejected,2026-05-10,2026-05-13,SUP-030
TS-002009,EMP-1216,Employee 1108,Campus E,Career Services,2026-03-23,32.41,19.55,633.62,Processing,2026-03-23,2026-03-25,SUP-019
TS-000326,EMP-1326,Employee 1986,Campus C,IT Services,2026-04-26,17.1,23.18,396.38,Rejected,2026-04-27,2026-04-29,SUP-036
TS-000077,EMP-1582,Employee 1176,Campus A,Financial Aid,2026-04-23,21.39,10.86,232.3,Rejected,2026-04-26,2026-05-01,SUP-019
TS-000274,EMP-1700,Employee 1043,Campus D,Career Services,2026-06-24,39.89,21.52,858.43,Rejected,2026-06-27,2026-06-29,SUP-021
TS-000418,EMP-1432,Employee 1171,Campus C,Career Services,2026-04-12,38.78,20.47,793.83,Processing,2026-04-13,2026-04-14,SUP-039
TS-000176,EMP-1330,Employee 1393,Campus B,Career Services,2026-05-09,4.81,12.53,60.27,Approved,2026-05-11,2026-05-12,SUP-022
TS-002152,EMP-1004,Employee 1921,Campus A,Financial Aid,2026-06-30,11.41,16.91,192.94,Pending,2026-07-01,2026-07-05,SUP-014
